epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,123.995,2.08887,5.45727,2.12207,0,0,0,0,1.05832,5.10125,1.31601,0.000105,0.000105,0.000105
2,246.05,1.51495,5.00905,1.62865,0,0,0,0,0.88726,4.90686,1.17176,0.000108575,0.000108575,0.000108575
