epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,129.234,2.0976,5.39408,2.06111,0,0,0,0,1.00307,5.10595,1.24432,0.000105,0.000105,0.000105
2,252.51,1.47806,4.6822,1.47159,0.09288,0.62937,0.1999,0.0862,0.97565,4.99014,1.19331,0.000212872,0.000212872,0.000212872
